C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_06_488.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_06_488.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_06_488.jpg,0,0,0,0.5193178
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_06_602.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_06_602.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_06_602.jpg,0,0,0,0.5115839
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_06_741.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_06_741.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_06_741.jpg,0,0.1992735,0,0.6597303
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_06_876.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_06_876.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_06_876.jpg,0,0.5783598,0,1.434534
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_06_970.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_06_970.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_06_970.jpg,0,0.918283,0,2.452154
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_07_034.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_07_034.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_07_034.jpg,-0.2,1,0,3.387201
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_07_101.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_07_101.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_07_101.jpg,-0.35,1,0,4.083019
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_07_215.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_07_215.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_07_215.jpg,-0.6500001,1,0,5.433911
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_07_293.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_07_293.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_07_293.jpg,-0.8500001,1,0,6.296032
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_07_421.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_07_421.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_07_421.jpg,0,1,0,7.504345
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_07_546.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_07_546.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_07_546.jpg,0,1,0,8.851357
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_07_657.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_07_657.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_07_657.jpg,0,1,0,10.19088
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_07_731.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_07_731.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_07_731.jpg,0,1,0,11.07481
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_07_862.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_07_862.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_07_862.jpg,-0.2,1,0,12.4276
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_08_003.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_08_003.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_08_003.jpg,-0.5000001,1,0,13.61717
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_08_103.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_08_103.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_08_103.jpg,0,1,0,14.82142
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_08_261.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_08_261.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_08_261.jpg,0,1,0,16.09301
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_08_352.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_08_352.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_08_352.jpg,0,1,0,17.3478
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_08_484.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_08_484.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_08_484.jpg,-0.15,1,0,18.60407
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_08_596.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_08_596.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_08_596.jpg,-0.45,1,0,19.75404
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_08_673.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_08_673.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_08_673.jpg,-0.6500001,1,0,20.43388
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_08_780.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_08_780.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_08_780.jpg,-0.9000002,1,0,21.23976
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_08_859.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_08_859.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_08_859.jpg,-1,1,0,21.77266
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_08_980.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_08_980.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_08_980.jpg,0,1,0,22.70655
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_09_094.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_09_094.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_09_094.jpg,0,1,0,23.7813
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_09_217.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_09_217.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_09_217.jpg,0,1,0,24.93901
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_09_342.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_09_342.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_09_342.jpg,0,1,0,26.085
C:\Users\A113\Desktop\New folder\IMG\center_2025_07_21_15_05_09_467.jpg,C:\Users\A113\Desktop\New folder\IMG\left_2025_07_21_15_05_09_467.jpg,C:\Users\A113\Desktop\New folder\IMG\right_2025_07_21_15_05_09_467.jpg,0,1,0,27.21893
